Penname,Genre,DetailURL,Space,ImageURL,WebURL,GenreFreeFormat,Name
ライゾウ,科学技術,https:/techbookfest.org/event/tbf05/circle/39020003,う16,https://lh3.googleusercontent.com/XEJow8-XSYACBBmwG49qa6-NVBAdmNDQxiyzMXz5l3Fm3_CiP4SH_Q9UMdHf9-5uT9tOw7vFs5AdFKyzRxqC,,技術解説やネットのカルチャーなどについて,えだまつ工房（エダマツコウボウ）
てぃーびー /ゆのん / t_kaneyama_higuyume / VTRyo / UemuraH,その他,https:/techbookfest.org/event/tbf05/circle/29260006,う17,https://lh3.googleusercontent.com/ys9HE-J8SltCsJ1mxj5vdzkRNh5xtSlA7JXZRj1FSfHOwkD83lH5WPQtwsdGeIhCRwGfcDXn0LT6nnqiQxY4,https://blog.vtryo.me/entry/growth-journey-infomation,"セイチョウ・ジャーニーは、セイチョウとジュウジツのハードルを下げたいと願う5人が実際に経験してきた""セイチョウするための技術""が詰まった一冊です。 「むかし、先輩に成長しろってうるさく言われて押しつぶされた」「つよいエンジニアになりたいけど自分には無理なんじゃないか」「うまく目標設定できない」「毎日が楽しくない。でもどうにかしたい」「自分には何もない。この先どうしていいかわからない。誰か助けて！」そんな、""自分""に迷いを持っている方が本書籍の対象です。 皆さんの身近にいる方に始まり、著名な方の考え方や体験談も収録しています。この本を読んで、新たな旅を始めませんか？",Growthfaction 成長と充実を研究する会（グロースファクション）
"kaelaela,morishitter,1000ch",ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/41010006,う18,/assets/images/dummy_cut.png,,ソフトウェア開発現場のポエムを書きます,馬クラッカー（ウマクラッカー）
川鯉光起、,科学技術,https:/techbookfest.org/event/tbf05/circle/53230003,う19,https://lh3.googleusercontent.com/OZw3WmHvvo36q3Dl3r9XzPoXp6z4KLlKqtnfR5DOvmCAJXAV5t-rSALnPkJiGQSupat85582UT6yzSBb-c4,,## エンジニアのための自己学習をHackするための学習科学  学習科学、モチベーションの理論など、人が学ぶときに活用できる科学的な理論をエンジニアの学び方に適応して優しく説明します。  ## 技術と自分の価値を説明するためのメソッド  技術力と、会社・コミュニティでの評価は必ずしも一致しないことは、多くの方に納得感があるかと思います。そこで、社会心理学の観点から人の評価を上げるための説明の方法を紹介します。  ## 心理学から学ぶ、エンジニアを育てるための手引書 急に人の教育係を任された！そんな時でも慌てない、人の学びを促進するために抑えておきたいポイントを、心理学と交えてご紹介します。  ## チームマネジメントに関わる定説を理論から裏付けする 例えば、心理的安全性など、一般的に良いと言われているチームマネジメントの内容が何故有効なのか、 これまで読んだ本などから科学的な理論を紹介しつつ、考察する。（理論的な裏付けをする） できれば、良い点だけでなく悪い点（リスクなど）の考察も出来ると良い。 モチベーション理論、認知（メタ認知）、意思決定理論などを学んでいると、アジャイル・スクラムとの共通点を感じることが多く、 それを逆転させて、アジャイル・スクラムなどで言われている〇〇は、科学的な□□と繋がる、と整理するイメージ。   ## 大人の夏休みのスキルアップ 宿題できてなかったあなた。大人になっても積ん読一冊も消化できてなくないですか？ どうすれば、長期休暇を有意義な学習に充てられるでしょうか？  ## 人手不足の現場 スキルがマッチした人が採用できない。 スキル不足の方にまずは、現場のフォローなどを行ってもらうとき、 どう学習してもらえばよいのでしょう？  ## 情報共有のwikiを教育に活かす形に変えるには？ 情報共有のwikiはある。けど、それだけだ。 わかりやすい、検索しやすいだけでなく、 組織内の教育に活かしやすい形式にまで変更できるのではないか？ どうすれば？  ## エンジニアの仕事の覚え方。 どうやってスキルアップしていくのか？学校教育型被教育でなく自らマンで行くにはどうすればいいか？ いくつかの提案。,教育心理学を学ぶ会（キョウイクシンリガクヲマナブカイ）
なおたこ,その他,https:/techbookfest.org/event/tbf05/circle/33010003,う20,https://lh3.googleusercontent.com/caqjHZ3g_J5QnLnPJ7aUYHYtdekHeRwn7ZnlNg1V1LOgo3V6aE7_-uoZ6LgOyOC4obA_BZyfmKTwuDDlUJbs,https://nikutonabe.com/,肉の調理（特に低温調理）におけるさまざまな指標の解説や、その測定手法について解説する。,肉と鍋（ニクトナベ）
みじんこ組,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/27470004,う21,https://lh3.googleusercontent.com/la0BUK6AfYWtA3lTSH4b6r9COpqk_6UPYjgR5V04kar6ZNITOrCDgbFwUqzRYQxQ5h1CHsat7baB3BxmbZuw,https://twitter.com/daphnia_class/status/914009676500447232,サークル名を自然言語処理してわかった、サークルの名付けに関する考現学見地からくる考察とその過程で得られた知見をまとめた「サークル名の名付け方の技術」とも呼べる本を頒布予定です。技術書典3で頒布した「試験に出ないSE用語」(内容はSE界隈で使用されるスラングを集約した解説集)の内容を大幅に加筆したものも頒布予定。,みじんこ組（ミジンコグミ）
Attun,科学技術,https:/techbookfest.org/event/tbf05/circle/53210016,う22,https://lh3.googleusercontent.com/99DRnFX2ySiPTRy6ZVo0h-b_-XfUET5SuPODhCsXcA3VGHoMp8DeTbaDwXu417-Fzsati7RQOrF-anDCdeg,https://flyinggears.hatenablog.jp/,ロボット工学・ロボット競技 / 高等専門学校連合会、NHK、NHKエンタープライズ主催のアイデア対決・全国高等専門学校ロボットコンテスト、通称「高専ロボコン」について非公式な大会総合誌です。大会に参加する学生から、参加したことのある卒業生、テレビで見たことのある方、まだ知らない方まで、一通りカバーする内容で制作しています。,flying gears（フライングギヤーズ）
ssmjpドウジンブ,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/33170001,う23,/assets/images/dummy_cut.png,,街角勉強会#ssmjpの参加者有志による、運用にまつわるコラム集を出します。,ssmjp 同人部（ササミジェーピードウジンブ）
mtb_beta,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/43160001,う24,https://lh3.googleusercontent.com/lxkDG51PdNoEE0HWJ_2wxFZc56D5r-9P1F_JhL4TzAIw514rcnov7IG6wSIs6iFezO07k1B_NWtxHD0lXSVU,https://blog.mtb-production.info/,プログラマーの筆者が、仕事の中でしていたアンチパターンな行動を紹介し、それらの行動の理由やその行動について、今思うことを紹介します。若手プログラマーや若手プログラマーを部下に持つ上司に参考になる書籍となると思います。,mtbプロジェクト（マトバプロジェクト）
u,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/33090001,う25,https://lh3.googleusercontent.com/Pl0dLaylrd98fstaOM7SOwBG9AOmbV6XTMHjkJrVDysukurvrkrt3pDfeYzYe8EHZdfuJW3cN5lOTCwWSOMx,,オープンソースにまつわるグロースハックや自作ライブラリ紹介など,Stableton（ステイブルトン）
やこまま,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/39080001,う26,https://lh3.googleusercontent.com/5kM_VjpONuIxRhuggtkzExsTzIB-DB71vNwDP6pIFkzhrAtwy1m8e_fM6656jgPXzbC7HLPkmMGfgcdwJZOq,http://craft.8x9.jp/ja/,子供向けプログラミング,8x9Craft（ハッククラフト）
じぇーけーそふと featuring micro:friends,ハードウェア全般,https:/techbookfest.org/event/tbf05/circle/30480006,う27,https://lh3.googleusercontent.com/Abke_fv4OqGFsqaSiUdgkrKSkK1KFp-Ta07--CP0OoAhs19Bepuz3PUVHQ8iWRkGMi3U8lnHS3Gcz3sLRRR8,,micro:bit（マイコン基板）を題材とした子供、パパ、ママ向けプログラミング本,micro:friends（マイクロフレンズ）
長村ひろ,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/41000002,う28,https://lh3.googleusercontent.com/uYjMhecPrQnK-nbEbpJAGEZc63tNM4gRWjiKabbvQlGJFrsPLR0tMMVVtJ3EBz3n4ymFewBW2qAklVKTRpc,https://twitter.com/hirosys_,スマートスピーカーを遊びたおす本。Cozmoとあそぼ！子ども育てるスマートフレンズ。萌えるAWS CLI。子どもと育てるスマートスピーカー。Splunk,ひろ亭（ヒロテイ）
倉野敬,その他,https:/techbookfest.org/event/tbf05/circle/41010002,う29,https://lh3.googleusercontent.com/fZqY8rZJoO6JTbk-M3CsnOHI8QdJ91gR12jvxzOKI7cvl7JMtf9JOfQxDYlY4rX3m1y1A0BFGsSqJMDPJXTI,http://keik.jp/,"ICT活用,情報教育,プログラミング",here（ヒア）
とが,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/39140001,う30,https://lh3.googleusercontent.com/njOb9kZhV7lNpjdVnzjggb36x3iJLgrfJAgVTrWbV1KVTlkpXcU0h5w3y49IE18cd9ZZ5ExrickPCjHFQBeP,http://www.togazo.com/,プログラミング教育に関するハウツー本。子ども向けプログラミング学習支援のエッセイ。,TGABOOK（トガブック）
めがねたん,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/28420001,う31,https://lh3.googleusercontent.com/KeS57oxrSEGtLSY_xy23-1QzggT04VOrq6Ad8W3B7yFoVMooyLesxqkh8d8NDp7KHdOKUQuX6dxrCRh9V7jvZQ,,テスト、コマンドラインツール、パフォーマンス等雑多に扱います,北南書房（ホクナンショボウ）
わたなべ,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/26870007,う32,https://lh3.googleusercontent.com/HJgV8zOZrhcvlF7jqG0U6SUGJ4qMaRvGeDsBOyT7Y2PJTJN11jatAiUdxrJaoeTcLnJJ3JMEV1l23Ymg6CEg,https://portal.circle.ms/Circle/Index/10095864,ソフトウェアテスト寄り、理系寄り、評論系寄りの本,品質公団（ヒンシツコウダン）
のる,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/39080002,う33,/assets/images/dummy_cut.png,,テスト自動化,日本Selenideユーザー会（ニホンセレニドユーザーカイ）
なそ@さとうひろゆき,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/41220011,う34,/assets/images/dummy_cut.png,testradio.fm,ソフトウェアテストをゆるく語るテストラジオのグラフィクレコードと テスト界隈の人たちが想いを綴る本,テストラジオ（テストラジオ）
まつ,その他,https:/techbookfest.org/event/tbf05/circle/53030001,う35,https://lh3.googleusercontent.com/BXVHMc9MKjOXaN6ND4W9_fM3M1IaymC8ZPljETCOMNoIOxLqW_iejBwCwydWhlbfA2QHceGCJK0NMSd2yco,http://testerchan.hatenadiary.com/,ブラックボックステストによるソフトウェアテスト解説マンガ,テスターちゃん（テスターチャン）
suzukiyuzs,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/39270006,う36,/assets/images/dummy_cut.png,,MackerelでAWS環境を監視する実例＆Mackerel運用のノウハウ,月島もんじゃてっく（ツキシマモンジャテック）
yoshikey,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/33140003,う37,https://lh3.googleusercontent.com/ObAefNfnuYVEWdNOaDQQbwYPsXanPufjECMHeNszdZEdN0NHuTq0aZTocAc_LbZ_C6qdDgsxBBV2ruUgfPmECw,https://mochigumi07.hatenablog.com/,Splunk Appの作りかた,もちぐみ（モチグミ）
tkoyama010,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/53020002,う38,https://lh3.googleusercontent.com/WJ1z9e_mQjAGUrS33bpZlINdq5f3XNb0qSdNVS6W5m1zKJuzSfR6jdzRiNixdIlR5sE_4c2hi0ohjE1-RjG2,https://tkoyama010.github.io/getfem-docs-html-ja,有限要素法ライブラリであるGetFEM++の説明書の翻訳本を配布する予定です。,GetFEM++（ゲットエフイーエムプラスプラス）
後藤和智,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/24800001,う39,https://lh3.googleusercontent.com/WJfSpHTs4xdFG4RxSdCbFKek3Tdx4qh1HjBB4UJxn_uZimvnXIwHcHCWlrCpDTl9LPH8zomMs-Y2_p4qrcH6AQ,http://kazugoto.hatenablog.com/,統計解析ソフト及び統計学の解説書。,後藤和智事務所OffLine（ゴトウカズトモジムショオフライン）
soy-curd,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/51250007,う40,https://lh3.googleusercontent.com/y6sQdZG_l2Dsv39zy6cZL21lOP1ZXKrXHfyBzLcQR5ABz1wXQthiaEtafffWnJJrerlp9YwwwplQMUFDzZ30,http://soy-curd.hatenablog.com/,Golang関係のなにかの予定,未定（ミテイ）
齋藤,その他,https:/techbookfest.org/event/tbf05/circle/25860004,う41,https://lh3.googleusercontent.com/NhdCVcN9Ni9LCKRLJQQWPsO3jITqTPZY2MPgUgTso-L7DpSlwpC7D9aw2RV3y94lRRZpVdbFulpE-a_rfNG-,https://note.mu/chipcodesign,同人誌のデザイン、グラフィックデザインに関してのアイデア集、メイキング集（ハウツー本）,chipcodesign（チプコデザイン）
sue71,その他,https:/techbookfest.org/event/tbf05/circle/33120002,う42,https://lh3.googleusercontent.com/Gu0arR3FXXbXBuDi7Mdk8CF61lkQEUd1E8padOO4hiD2YrfGVHWqNJD6V6R8zc87PnAiLsSzsP2TY1A76QT4,,デザインシステムについて,embryo（エンブリオ）
hiyohiyo,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/32100001,う43,https://lh3.googleusercontent.com/FuLYI5HxG6Ai4AjeGAweeRYt42voAfM2wcLNCzdjC8DvokMR_Ky-DDfRiAVimQ_3ImdBMaTNzuJ-uNINKZFP,https://crystalmark.info/ja/,ソフトウェア開発技術、萌え駆動開発、キャラクタープロデュース,水晶雫世界（スイショウシズクセカイ）
森和恵,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/30440001,う44,https://lh3.googleusercontent.com/nbBCW-MFWq_lH4hNygVZ3nxUxxppEB9lWq22LMP9duZiKcvogI0wKGPww2yHcEN0-OydvGcgWFakl9KxQdJ-,https://twitter.com/r360studio,Adobeソフトのマニアックなトコを集めました。「Adobe XD とっときテクニック BEST10」「Dreamweaverのんびりビジュアルコーディング」の2冊を頒布予定です。,r360study（アールサンビャクロクジュウスタディ）
466548,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/31320001,う45,/assets/images/dummy_cut.png,,adobe製品 マニアック系（普段からアプリを使っている人やエンジニアなど自分で同人誌を作りたい初心者に向けて) ・Illustratorでイラスト ・InDesignで同人誌を作るtips ・Adobeアプリごった煮（XDやDmなど新ツールも含めて）を入れた本を作りたいと思っています。,Taz Books（タズブックス）
iori,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/32050002,う46,https://lh3.googleusercontent.com/u2W6H-myJxrJYDmMhuP_8wFxWAbDRtSjhQmbGgnBGH9Z5lczTqaA3xDLb713k5k6CEnuST6kGGMmtJJUwg_fIg,,イラレで作るダークメルヘン素材レシピ（チュートリアル本）※タイトル名は仮,.drink--me（ドリンクミー）
あかつきみさき,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/25710001,う47,https://lh3.googleusercontent.com/Y1Iis6YswBzBOKUqHGL5eM12hmFHleyIkVONcpzqjCcl3LyFOHQC-a8w_o6RbqVbS7NmoX0sSrxXVTH3ErTY,http://sunrisemoon.net/,Adobe After Effectsのスクリプトについて,SUNRISE MOON（サンライズムーン）
やと,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/41200001,う48,https://lh3.googleusercontent.com/iPRXRyVNwYISx7FJ4LzNsq7JDJ2UpdizhTh45YHJS8dh4er8PZSBxNSEmkCRJjV1M3Eky28-qPsWXW0z9_o,,ASMRのはじめかたについて / サイト構築フロー アーキも挟む,ASMR NAVI（エーエスエムアールナビ）
hi-taka,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/35170001,う49,https://lh3.googleusercontent.com/znQ4uuNv7qTKQFp8dhnKW1yeDjV1Xc1PLpUOVqoYMDTFO3AAcpXCXyJSpL2e_NtrbH9w_1uncOHeAERGa_cU,準備中です,TVPaint Animation(アニメーション制作ソフトウェア)の解説本,WIT STUDIO（ウィットスタジオ）
ぷにゆきぷにえ　狐々,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/39130002,う50,https://lh3.googleusercontent.com/Y4wSavUbIAlZPEVcZOoHv-MNOcZemhiB1_eVVqIUMQSye5_6FgRFXUgtSt9nMKRHXpfUTQHccJMiEVAlvFoJZg,https://twitter.com/punimeseminal,作画ソフトCLIP　STUDIO　PAINTやその周辺機器を使用してデジタル作画で商業アニメを作画する方法などを、同業者やこの業種を志望する学生向けに執筆しています。,ぷにめゼミナール（プニメゼミナール）
チームぎゃおぱん,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/37020001,う51,https://lh3.googleusercontent.com/97_ft0odk83eIj35yM8kS3OFkGiaxQuHJw63RYp8VMhvtiWgKKLjU5ypsSzLXY7NJ75y8soeSJIo3i5RafVk3g,https://candy-chups-lab.info/,メディアアート等,CANDY CHUPS Lab.（キャンディチャップスラボ）
yskw,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/51270006,う52,https://lh3.googleusercontent.com/MUfyBc6xtMB68a0tz7LiJyoCoKjdep3spJLwFGcPB4IqwsLz9l4E3ovHEA1ioGDPHXrNgmxgW5amgeXSjR_2,,Webデザイン,beach_dev（ビーチデブ）
ジョリ,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/43120002,う53,https://lh3.googleusercontent.com/EetM_BQ_6FYLbrC0M5d869kSuy_Ial4aXBbqAM_7dqYvlKyQ5w9jWQkdAzz8zFl8BMovztxx2aWfWNNKu5M,https://www.facebook.com/ParametricProceduralHoudini/,HoudiniというCGソフトを利用したアルゴリズミックデザインの本,Orange Jellies（オレンジジェリーズ）
ks,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/49330001,う54,https://lh3.googleusercontent.com/RIKxeg7qv_oRIfBBCtR2dUuiFGjeiICjOxem1R8TZIWbnPP7OzSFPolEeAaoNEsufy4iBouFpq_2i1okajZM,https://circleqt.booth.pm,CG、映像制作の技術解説,Circle Qt（サークルキュート）
@t_motooka,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/43080002,う55,https://lh3.googleusercontent.com/yu0C2ghns1FQi2dAldWxQnT6WTDX1yX5JYgx5qiG9YK6s7z3eYOtySKWQxqra4mVIHEFwVoKM-Je5QlqkWVW,,SVG画像データの作成について,職業プログラマの休日出勤（ショクギョウプログラマノキュウジツシュッキン）
